storage_issue_reported_l3m,approved_wh_govt_certificate,wh_age,transport_issue_l1y,temp_reg_mach,dist_from_hub,retail_shop_num,retail_distributor_ratio,workers_num,govt_check_l3m,product_wg_ton
4,5,14.0,3,0,174,4914,119.85365853658537,25.0,9,5105
26,4,27.0,2,0,214,4315,70.73770491803279,23.0,27,30131
9,2,14.0,3,1,239,5114,81.17460317460318,25.0,27,12109
27,5,22.0,4,1,79,5023,94.77358490566037,30.0,1,35135
34,2,14.0,0,0,226,3390,135.6,15.0,24,45145
6,5,5.0,0,0,134,3904,122.0,23.0,32,8073
26,5,14.0,0,0,206,4169,65.140625,15.0,11,36130
0,6,14.0,0,0,255,4548,101.06666666666666,30.0,26,3112
26,2,14.0,0,0,89,5305,112.87234042553192,28.0,19,34121
17,5,11.0,0,0,246,6721,152.75,33.0,23,22087
28,2,14.0,0,0,224,3081,55.017857142857146,53.0,27,38147
20,5,14.0,0,0,58,4698,130.5,28.0,28,25099
4,5,14.0,0,1,269,5324,83.1875,30.0,1,5099
12,2,6.0,0,0,248,4690,161.72413793103448,20.0,11,16067
25,4,14.0,0,0,103,3866,56.028985507246375,33.0,28,28086
18,4,13.0,0,0,101,6159,131.04255319148936,22.0,20,20127
16,3,14.0,0,1,251,3896,229.1764705882353,98.0,14,21144
9,5,14.0,5,0,189,4633,149.4516129032258,24.0,26,11074
32,3,20.0,0,0,181,5076,163.74193548387098,20.0,23,40123
13,3,14.0,1,0,229,4987,85.98275862068965,26.0,9,15126
12,1,5.0,0,1,168,4557,138.0909090909091,34.0,12,18099
18,5,14.0,3,0,63,5083,137.3783783783784,35.0,5,22144
17,1,15.0,0,1,254,5858,130.17777777777778,48.0,23,24072
11,5,14.0,1,1,154,5169,246.14285714285714,26.0,2,15072
27,2,23.0,0,1,200,4892,85.82456140350877,47.0,3,38134
19,1,14.0,4,1,103,7133,116.93442622950819,25.0,23,25075
11,4,14.0,1,0,171,3863,110.37142857142857,34.0,14,12078
4,5,1.0,0,1,214,4726,87.51851851851852,28.0,1,5057
22,5,16.0,0,0,230,5640,115.10204081632654,23.0,14,30097
17,4,19.0,0,0,207,3347,95.62857142857143,31.0,19,20057
13,2,14.0,3,0,132,5687,103.4,18.0,14,16084
32,2,14.0,0,0,253,4237,74.33333333333333,30.0,19,43121
5,4,14.0,2,0,199,4147,115.19444444444444,34.0,5,6139
36,1,23.0,0,1,238,5157,95.5,31.0,27,48133
4,3,14.0,2,0,239,5291,81.4,29.0,7,5145
17,2,9.0,0,0,220,5402,98.21818181818182,27.0,27,24057
26,5,14.0,2,0,190,5301,212.04,33.0,31,32063
17,2,6.0,0,0,225,5156,90.45614035087719,25.0,11,24102
4,5,1.0,1,1,192,5029,107.0,40.0,28,6084
0,6,14.0,0,0,136,5637,90.91935483870968,28.0,17,3112
18,4,13.0,2,0,160,4047,112.41666666666667,19.0,23,20090
7,5,14.0,0,0,223,3404,69.46938775510205,20.0,28,9097
20,5,12.0,1,0,212,3692,78.55319148936171,27.0,23,25109
10,1,7.0,0,1,250,4403,115.86842105263158,22.0,28,13137
4,5,14.0,2,1,262,4207,91.45652173913044,28.0,10,6148
20,4,7.0,0,1,176,4101,85.4375,25.0,29,26062
19,4,13.0,1,0,134,4187,119.62857142857143,19.0,31,22078
6,2,3.0,0,0,72,5167,139.64864864864865,28.0,29,7104
25,2,23.0,0,0,174,5520,83.63636363636364,25.0,14,31070
30,2,14.0,0,0,56,5947,94.39682539682539,34.0,11,41083
19,1,14.0,0,0,183,4421,113.35897435897436,39.0,26,23065
19,3,14.0,0,0,81,4411,275.6875,32.0,19,24098
27,1,14.0,2,0,57,4009,167.04166666666666,27.0,27,33110
29,2,27.0,0,0,243,4351,90.64583333333333,19.0,11,38064
31,3,22.0,0,0,126,6159,146.64285714285714,20.0,27,38056
20,4,14.0,0,1,207,4253,90.48936170212765,32.0,13,24108
4,5,2.0,0,1,238,3907,95.29268292682927,23.0,26,5079
19,4,23.0,1,0,199,5426,80.98507462686567,21.0,31,22108
25,3,14.0,0,0,94,4201,190.95454545454547,42.0,26,29105
6,5,3.0,0,1,247,3664,99.02702702702703,50.0,10,8060
28,5,14.0,0,1,201,4492,160.42857142857142,30.0,13,40121
0,6,1.0,0,0,235,5747,97.40677966101696,22.0,29,5080
28,2,14.0,0,0,257,4564,65.2,33.0,29,37145
5,5,2.0,0,0,102,3891,79.40816326530613,28.0,28,6124
22,4,14.0,0,0,86,5478,78.25714285714285,26.0,25,25065
17,1,11.0,0,1,167,6066,90.53731343283582,31.0,6,24099
4,2,14.0,1,0,200,5838,233.52,26.0,10,5089
21,1,14.0,2,0,269,4648,221.33333333333334,42.0,14,26122
18,1,11.0,0,1,158,5728,86.78787878787878,33.0,14,25108
33,1,14.0,2,0,245,7579,291.5,21.0,26,43143
18,4,14.0,1,0,205,4286,69.12903225806451,25.0,1,21096
17,1,14.0,0,0,78,4090,104.87179487179488,38.0,6,22144
27,5,14.0,3,0,79,4212,221.68421052631578,16.0,26,33125
9,5,7.0,0,0,162,5079,74.69117647058823,28.0,30,12107
19,5,14.0,0,0,128,5808,141.65853658536585,25.0,32,26084
31,2,19.0,0,0,79,6007,143.02380952380952,27.0,11,42093
15,2,14.0,3,0,114,4448,65.41176470588235,20.0,19,19087
24,1,20.0,0,1,74,3006,46.246153846153845,24.0,11,31086
29,2,19.0,1,0,86,4900,113.95348837209302,33.0,18,38142
11,5,9.0,0,1,169,4930,259.4736842105263,22.0,21,14111
37,3,14.0,0,0,135,5747,212.85185185185185,39.0,6,46070
10,1,14.0,2,1,184,4906,94.34615384615384,29.0,21,14134
5,3,4.0,0,0,219,4550,113.75,29.0,14,6098
4,4,14.0,2,0,115,8335,490.29411764705884,27.0,6,5110
24,1,14.0,0,0,107,4645,92.9,31.0,10,30107
20,5,14.0,3,0,243,3742,149.68,18.0,28,25085
4,5,1.0,0,1,92,3708,115.875,24.0,32,6093
9,3,5.0,1,0,60,4076,81.52,23.0,11,11109
15,3,10.0,0,1,159,4034,58.46376811594203,29.0,13,18112
32,3,23.0,1,0,101,5938,258.17391304347825,34.0,10,38083
20,1,14.0,0,1,140,6294,116.55555555555556,28.0,8,26107
8,5,2.0,0,1,147,4401,137.53125,30.0,6,10112
5,5,4.0,0,0,267,3709,86.25581395348837,29.0,23,6147
20,2,14.0,3,1,87,5164,161.375,18.0,23,27095
14,3,9.0,0,0,217,5599,107.67307692307692,28.0,24,18108
22,5,14.0,0,0,238,4648,92.96,21.0,14,29108
5,3,14.0,0,0,170,5026,279.22222222222223,17.0,23,5099
0,6,2.0,0,1,163,3889,144.03703703703704,37.0,14,13096
12,1,5.0,1,1,197,4892,85.82456140350877,31.0,19,17142
27,5,14.0,1,0,261,3480,56.12903225806452,22.0,9,34108
22,1,15.0,0,1,72,4064,70.06896551724138,25.0,27,31060
6,3,14.0,1,1,195,6619,140.82978723404256,19.0,13,7129
17,2,22.0,0,1,114,6364,192.84848484848484,44.0,14,23083
21,2,14.0,2,0,124,5098,106.20833333333333,19.0,29,28065
30,1,16.0,1,1,227,5005,139.02777777777777,40.0,8,40109
24,2,23.0,0,1,233,4834,193.36,27.0,18,34149
15,1,25.0,0,1,77,5399,269.95,21.0,25,19099
21,2,14.0,1,0,155,6328,102.06451612903226,24.0,21,27113
24,4,18.0,0,0,132,4876,90.29629629629629,36.0,6,27092
25,1,22.0,0,1,207,6546,261.84,40.0,6,32116
12,5,9.0,2,0,113,4907,94.36538461538461,31.0,6,16078
19,4,17.0,0,0,233,4495,76.1864406779661,41.0,11,24100
11,4,7.0,0,0,243,4835,83.36206896551724,24.0,26,13140
7,3,8.0,0,1,197,7024,108.06153846153846,45.0,23,9150
24,4,14.0,1,0,97,3682,72.19607843137256,50.0,14,27146
17,5,14.0,5,0,216,4785,113.92857142857143,27.0,12,22131
9,5,14.0,2,0,174,6758,160.9047619047619,28.0,32,12074
4,2,14.0,3,0,260,5082,175.24137931034483,25.0,28,5120
11,3,14.0,3,1,123,4439,88.78,26.0,23,13105
4,5,14.0,3,1,143,5151,93.65454545454546,41.0,11,5107
6,3,14.0,2,0,246,4829,254.1578947368421,27.0,11,7089
11,1,14.0,1,0,123,4749,94.98,17.0,27,15108
15,5,24.0,0,1,186,5487,97.98214285714286,47.0,25,20081
23,3,19.0,0,0,264,3262,81.55,16.0,14,29085
26,3,18.0,0,1,124,8496,274.06451612903226,47.0,3,34070
6,3,3.0,0,1,213,6647,443.1333333333333,22.0,13,7118
17,5,14.0,2,1,162,3365,67.3,29.0,27,22098
33,2,22.0,1,0,59,5459,79.1159420289855,35.0,24,42124
11,4,14.0,0,0,248,6884,146.46808510638297,21.0,25,13075
9,3,5.0,0,0,230,4648,77.46666666666667,27.0,26,11149
21,2,6.0,0,0,203,5022,104.625,30.0,26,29102
18,5,14.0,2,0,55,5610,116.875,31.0,29,23148
19,5,14.0,5,0,102,2803,112.12,28.0,9,24111
6,4,14.0,0,0,62,4282,63.91044776119403,29.0,11,7110
19,3,10.0,0,0,227,3920,178.1818181818182,28.0,22,22134
24,2,12.0,1,1,270,4436,79.21428571428571,25.0,10,31123
25,2,14.0,3,0,239,6340,154.6341463414634,20.0,1,31065
24,4,24.0,4,0,184,6556,107.47540983606558,32.0,17,28120
13,1,7.0,0,1,228,5021,334.73333333333335,22.0,23,18066
11,5,14.0,0,0,202,5429,193.89285714285714,23.0,2,15137
5,4,14.0,0,0,175,4902,106.56521739130434,22.0,14,6073
4,5,14.0,0,0,188,4601,85.20370370370371,26.0,17,5136
16,3,14.0,3,1,229,3902,70.94545454545455,33.0,9,19132
25,1,14.0,1,1,220,4065,162.6,28.0,25,33106
29,4,14.0,1,0,101,5501,84.63076923076923,28.0,32,34055
14,2,17.0,3,1,227,4752,73.1076923076923,36.0,15,19139
13,5,14.0,1,0,228,4621,154.03333333333333,30.0,23,16067
27,4,23.0,0,0,154,4716,92.47058823529412,17.0,23,31056
15,2,12.0,0,0,150,6439,378.7647058823529,28.0,11,21113
12,2,14.0,3,1,221,5401,154.31428571428572,19.0,12,16108
5,4,14.0,0,0,196,6868,286.1666666666667,32.0,28,5083
9,2,14.0,0,0,226,4511,128.88571428571427,29.0,14,12115
4,3,14.0,2,0,130,5478,111.79591836734694,31.0,20,5128
9,5,14.0,4,0,204,3813,136.17857142857142,28.0,19,11108
18,4,12.0,0,1,106,4873,304.5625,30.0,10,21128
13,1,10.0,1,1,170,4010,211.05263157894737,28.0,8,18069
22,4,23.0,0,0,112,4136,118.17142857142858,23.0,27,27128
5,5,14.0,0,0,190,4362,140.70967741935485,28.0,19,7076
18,4,14.0,0,0,146,5452,272.6,37.0,27,22104
11,5,9.0,2,0,204,6184,193.25,30.0,14,14075
14,2,24.0,4,0,223,4804,109.18181818181819,28.0,19,18124
31,5,14.0,0,0,70,5075,83.19672131147541,15.0,28,40106
37,3,24.0,0,0,77,4565,142.65625,32.0,26,46099
18,1,15.0,0,1,57,5109,164.80645161290323,26.0,28,25060
13,1,14.0,2,0,241,4442,105.76190476190476,25.0,26,16080
10,3,5.0,0,0,69,3946,187.9047619047619,39.0,26,13057
19,4,9.0,0,0,139,5113,86.66101694915254,24.0,11,24128
15,4,14.0,4,0,178,5807,141.6341463414634,24.0,27,17129
0,6,0.0,0,0,206,5871,225.80769230769232,31.0,23,3084
22,3,14.0,0,0,139,4403,69.88888888888889,19.0,6,27057
17,1,14.0,0,0,270,3998,222.11111111111111,26.0,23,23146
33,5,14.0,0,0,103,4427,233.0,35.0,26,45059
19,4,15.0,0,0,194,4234,136.58064516129033,39.0,9,24107
23,2,18.0,0,0,120,3220,115.0,42.0,3,29101
13,3,14.0,5,1,243,5423,235.7826086956522,31.0,6,16127
18,4,12.0,1,0,161,4866,88.47272727272727,43.0,6,21126
8,5,14.0,3,1,186,5895,190.16129032258064,22.0,1,11084
27,2,24.0,1,0,256,5843,142.5121951219512,49.0,12,35071
29,4,20.0,0,1,215,7884,140.78571428571428,18.0,27,38069
25,1,23.0,0,1,190,5383,158.3235294117647,21.0,29,32105
13,3,14.0,3,0,148,7251,181.275,20.0,4,15057
13,5,14.0,0,0,166,5196,136.73684210526315,43.0,24,17139
12,4,5.0,0,0,65,3516,60.62068965517241,22.0,10,15141
9,4,4.0,0,0,208,4451,134.87878787878788,31.0,29,11122
25,3,24.0,0,0,99,3713,137.5185185185185,28.0,25,29129
34,5,23.0,0,0,265,5201,185.75,32.0,21,46142
18,4,14.0,1,0,177,4517,76.55932203389831,28.0,29,20143
14,2,9.0,0,0,87,4258,78.85185185185185,31.0,14,20135
0,6,14.0,0,0,75,6619,108.50819672131148,42.0,1,4088
24,3,14.0,0,0,220,2764,53.15384615384615,21.0,1,28087
32,4,14.0,0,0,214,5487,94.60344827586206,17.0,14,38061
16,4,18.0,0,0,167,5260,119.54545454545455,24.0,26,20138
15,5,14.0,2,0,64,3610,54.696969696969695,24.0,27,18124
13,4,9.0,0,0,75,5409,85.85714285714286,26.0,10,16115
12,3,5.0,0,1,86,4014,191.14285714285714,36.0,14,16093
5,5,14.0,2,0,191,5262,86.26229508196721,28.0,17,6114
36,2,22.0,0,0,111,5402,120.04444444444445,29.0,26,49058
15,4,14.0,3,0,234,4197,85.65306122448979,32.0,10,17094
13,1,10.0,0,1,210,4412,259.52941176470586,30.0,28,17084
31,2,20.0,0,0,154,3995,58.75,23.0,17,40055
32,5,25.0,1,0,160,4225,248.52941176470588,28.0,19,42107
6,1,6.0,0,1,201,4506,100.13333333333334,28.0,5,9099
20,4,14.0,2,0,64,4996,87.64912280701755,29.0,19,23150
17,2,25.0,0,0,255,6672,370.6666666666667,35.0,11,21113
14,4,15.0,1,0,261,4441,63.44285714285714,28.0,15,17150
10,1,14.0,3,1,94,4993,166.43333333333334,26.0,9,14133
8,4,14.0,0,0,149,4420,276.25,32.0,6,9079
14,4,11.0,0,0,113,6711,97.26086956521739,32.0,14,17079
0,6,0.0,0,0,163,4926,205.25,24.0,12,8139
39,2,14.0,0,0,98,5152,107.33333333333333,24.0,30,52141
11,4,14.0,0,0,176,4081,104.64102564102564,24.0,6,13072
22,3,14.0,0,0,147,4313,139.1290322580645,24.0,25,25148
19,1,8.0,0,1,84,4284,91.14893617021276,27.0,10,28058
0,6,0.0,0,0,259,5285,77.72058823529412,34.0,2,8087
30,5,19.0,1,0,166,5222,248.66666666666666,29.0,26,39092
14,2,14.0,2,1,192,5096,231.63636363636363,28.0,2,19055
9,5,8.0,0,0,111,4292,87.59183673469387,34.0,32,11133
21,2,15.0,0,0,89,4197,76.30909090909091,29.0,19,29135
24,2,20.0,0,0,270,4816,78.95081967213115,28.0,6,30114
24,1,22.0,0,1,58,4991,77.984375,15.0,5,31135
9,4,6.0,0,0,87,4986,237.42857142857142,29.0,27,11077
9,4,14.0,0,0,168,5275,94.19642857142857,27.0,14,10098
14,1,14.0,0,0,101,4020,134.0,22.0,11,17096
14,1,14.0,1,1,208,4533,110.5609756097561,36.0,28,18128
4,2,14.0,2,0,145,4265,88.85416666666667,40.0,9,5139
22,1,14.0,3,1,105,3422,51.84848484848485,40.0,6,28100
27,2,25.0,0,0,145,6785,212.03125,29.0,21,37094
0,6,0.0,0,0,236,4354,83.73076923076923,28.0,15,6130
19,3,16.0,0,1,141,4895,152.96875,24.0,3,23099
17,4,14.0,0,0,161,4826,172.35714285714286,29.0,2,21093
9,4,10.0,4,0,82,3916,95.51219512195122,22.0,29,11107
19,5,10.0,0,0,210,5045,109.67391304347827,24.0,12,24073
18,4,14.0,0,0,236,4557,111.14634146341463,20.0,6,21075
14,3,11.0,0,0,237,5132,78.95384615384616,25.0,19,18112
14,1,14.0,1,1,119,5366,268.3,19.0,32,18088
5,5,14.0,0,0,74,5734,204.78571428571428,46.0,9,7084
28,5,21.0,0,1,257,4627,90.72549019607843,33.0,14,40090
22,5,14.0,2,0,249,4827,321.8,26.0,27,28071
19,3,13.0,0,0,180,5043,95.15094339622641,42.0,28,24126
15,5,14.0,0,0,155,6330,263.75,22.0,14,20088
26,3,14.0,0,0,148,6801,170.025,32.0,14,33144
8,4,2.0,0,0,93,5515,177.90322580645162,23.0,26,9134
16,3,14.0,0,0,164,6278,102.91803278688525,32.0,11,18083
4,4,14.0,0,1,192,4863,101.3125,33.0,29,5084
22,3,18.0,1,0,107,5566,206.14814814814815,20.0,26,25102
0,6,14.0,0,0,98,4718,262.1111111111111,25.0,10,3070
25,1,21.0,4,1,201,3861,143.0,34.0,12,32081
22,5,14.0,2,0,255,5398,98.14545454545454,23.0,18,28097
18,3,14.0,0,0,58,5616,95.1864406779661,29.0,29,20097
25,5,18.0,1,0,188,5045,240.23809523809524,29.0,23,32072
9,1,14.0,0,0,125,4674,246.0,26.0,27,13118
17,2,11.0,0,0,85,5990,106.96428571428571,19.0,1,23080
11,2,6.0,1,0,171,4928,308.0,18.0,28,15083
31,3,26.0,0,0,161,6985,101.23188405797102,36.0,11,37145
23,4,21.0,1,0,186,5912,95.35483870967742,19.0,27,27139
8,4,14.0,0,0,250,4365,72.75,43.0,29,10132
21,4,18.0,2,0,93,4276,76.35714285714286,26.0,6,24149
12,5,14.0,2,0,140,3977,124.28125,29.0,23,15090
19,1,12.0,0,1,136,6084,86.91428571428571,27.0,28,25127
6,3,4.0,1,0,163,3833,85.17777777777778,33.0,23,7143
38,5,14.0,0,0,219,5371,122.06818181818181,23.0,28,52088
33,5,21.0,0,0,65,4758,226.57142857142858,22.0,18,45132
24,2,17.0,0,0,179,4381,79.65454545454546,22.0,6,32059
13,2,14.0,3,0,206,4564,82.98181818181818,28.0,14,16137
10,3,10.0,2,1,244,4636,72.4375,29.0,17,12144
20,4,13.0,4,1,156,5492,140.82051282051282,45.0,1,24092
10,5,8.0,1,0,103,4793,74.890625,21.0,30,13062
31,3,14.0,0,0,237,5798,89.2,32.0,1,38130
9,1,9.0,0,1,80,4582,158.0,18.0,29,13092
30,1,21.0,0,1,140,6318,185.8235294117647,28.0,23,42060
7,5,14.0,0,0,169,4773,122.38461538461539,23.0,21,9078
27,3,14.0,5,1,109,5592,139.8,31.0,17,33080
26,2,24.0,0,1,201,4802,80.03333333333333,35.0,28,37114
6,4,14.0,1,0,146,6039,163.21621621621622,31.0,13,7091
5,5,2.0,4,1,268,5061,266.36842105263156,25.0,26,7080
14,5,14.0,0,0,230,5203,140.6216216216216,34.0,4,18065
24,1,18.0,0,1,241,6204,121.6470588235294,25.0,27,33089
26,3,14.0,1,1,187,4363,150.44827586206895,45.0,6,31073
4,4,14.0,0,1,209,5016,179.14285714285714,20.0,31,5065
18,2,10.0,0,1,134,6267,232.11111111111111,26.0,19,25110
19,4,13.0,0,0,213,5004,172.55172413793105,33.0,15,22131
20,3,14.0,0,0,82,4654,160.48275862068965,24.0,3,25084
10,4,9.0,0,0,212,6108,105.3103448275862,25.0,28,12096
24,5,25.0,1,0,248,4325,100.5813953488372,18.0,26,32055
6,1,14.0,3,1,150,3826,153.04,28.0,19,8077
7,4,14.0,5,1,105,5527,153.52777777777777,32.0,22,8092
25,3,18.0,0,1,65,5046,87.0,24.0,19,30087
11,1,6.0,0,1,99,4447,83.90566037735849,40.0,27,15125
21,5,13.0,1,0,232,7188,123.93103448275862,44.0,14,27104
34,3,20.0,1,1,141,3549,88.725,25.0,25,42134
5,3,14.0,0,0,268,3769,129.9655172413793,34.0,28,6147
11,3,3.0,0,0,185,5168,166.70967741935485,25.0,19,14101
13,3,14.0,0,0,179,7424,125.83050847457628,28.0,22,15100
16,5,12.0,0,0,121,3494,77.64444444444445,28.0,24,21085
18,5,14.0,2,0,98,3117,50.274193548387096,33.0,26,22124
19,2,14.0,0,1,229,5414,186.68965517241378,25.0,12,24107
6,3,5.0,0,0,242,5256,131.4,22.0,26,7148
19,3,9.0,0,1,204,4268,74.87719298245614,23.0,24,25098
21,1,14.0,1,1,220,5325,133.125,39.0,15,28082
24,5,14.0,2,0,270,5628,244.69565217391303,34.0,1,31133
5,2,14.0,2,0,130,5329,313.47058823529414,26.0,28,6088
20,2,14.0,0,0,125,4548,122.91891891891892,32.0,6,29073
35,3,19.0,0,1,242,5006,79.46031746031746,28.0,1,46079
14,3,14.0,5,0,251,4040,106.3157894736842,31.0,14,16083
5,4,4.0,0,0,56,7342,106.40579710144928,19.0,19,6110
36,2,14.0,0,0,125,6006,171.6,37.0,22,49146
25,2,20.0,1,0,254,4716,314.4,22.0,31,32149
6,1,14.0,2,1,237,4932,83.59322033898304,28.0,14,8091
25,5,14.0,2,0,106,3903,205.42105263157896,22.0,26,31149
16,5,14.0,0,0,258,8980,204.0909090909091,29.0,23,20107
18,1,16.0,0,1,183,3608,106.11764705882354,37.0,9,23089
15,3,14.0,0,0,130,4447,261.5882352941176,32.0,29,19066
19,3,24.0,1,0,237,4127,229.27777777777777,36.0,23,22133
5,3,6.0,0,0,88,4000,65.57377049180327,42.0,26,6124
25,3,27.0,0,1,70,5132,104.73469387755102,20.0,9,32066
38,1,22.0,1,1,102,4495,66.1029411764706,32.0,10,51134
17,3,10.0,1,0,243,4218,79.58490566037736,23.0,12,20117
17,3,9.0,0,0,223,4430,88.6,32.0,26,21141
24,4,21.0,0,1,231,4397,86.2156862745098,23.0,6,29121
5,3,6.0,3,1,211,4736,135.31428571428572,27.0,3,6063
15,1,14.0,0,1,245,4945,98.9,32.0,5,19067
0,6,14.0,0,0,193,6353,111.45614035087719,25.0,32,4074
21,3,8.0,0,0,160,4713,138.61764705882354,42.0,12,26123
16,5,14.0,0,0,104,4573,84.68518518518519,16.0,26,22141
5,3,2.0,2,0,109,5045,98.92156862745098,26.0,29,6150
15,1,14.0,0,1,160,4137,72.57894736842105,43.0,23,20149
32,5,14.0,0,0,266,5013,73.72058823529412,21.0,14,43072
14,5,8.0,0,0,163,5158,81.87301587301587,33.0,26,19131
20,1,14.0,0,0,132,7175,211.02941176470588,22.0,4,27105
35,5,21.0,0,1,125,5756,147.5897435897436,17.0,6,50146
6,1,5.0,3,1,163,5121,146.31428571428572,20.0,12,8083
24,1,24.0,0,1,188,4334,144.46666666666667,23.0,10,31061
22,2,14.0,0,0,80,4505,75.08333333333333,28.0,28,28081
16,5,14.0,3,0,90,3525,83.92857142857143,28.0,32,20138
28,2,14.0,1,0,166,4108,228.22222222222223,23.0,11,36140
5,4,6.0,3,0,114,4567,117.1025641025641,46.0,9,6149
28,2,17.0,0,1,266,4170,231.66666666666666,19.0,25,39061
4,5,3.0,0,0,262,4196,76.2909090909091,27.0,12,5143
19,3,14.0,0,0,144,4881,135.58333333333334,35.0,17,23110
13,2,14.0,1,0,177,3957,172.04347826086956,23.0,23,16062
22,1,21.0,0,1,238,4224,86.20408163265306,26.0,14,31057
9,2,14.0,1,0,224,5180,115.11111111111111,24.0,32,12072
14,1,14.0,1,0,231,5179,191.8148148148148,31.0,15,19078
16,5,12.0,0,1,208,5117,243.66666666666666,39.0,12,22063
10,1,14.0,0,0,254,4300,204.76190476190476,21.0,19,14111
5,4,14.0,0,0,146,5413,138.7948717948718,25.0,29,6085
7,3,5.0,1,0,205,4677,99.51063829787235,25.0,25,9060
33,5,23.0,0,1,126,4918,75.66153846153846,29.0,27,47132
0,6,0.0,0,0,237,5943,114.28846153846153,26.0,9,7072
13,2,5.0,1,0,190,4388,243.77777777777777,24.0,19,18116
5,2,14.0,3,0,59,4108,146.71428571428572,28.0,19,6131
20,3,14.0,0,0,63,4672,71.87692307692308,26.0,26,25089
30,4,18.0,2,0,215,5170,80.78125,29.0,23,36112
10,4,6.0,1,0,159,6170,181.47058823529412,29.0,15,12142
0,6,14.0,0,0,200,4027,167.79166666666666,33.0,26,3138
13,4,14.0,0,0,145,5177,258.85,53.0,27,17142
34,2,14.0,1,0,154,6137,105.8103448275862,28.0,1,44151
5,1,6.0,0,1,101,7443,275.6666666666667,23.0,26,7124
21,4,11.0,1,0,208,5097,254.85,15.0,23,25146
22,3,18.0,0,0,84,4415,210.23809523809524,17.0,3,25103
5,2,14.0,1,0,62,6147,157.6153846153846,26.0,28,7097
7,2,14.0,0,1,122,7869,437.1666666666667,31.0,27,10143
20,2,14.0,2,0,241,3709,112.39393939393939,19.0,16,25110
29,4,26.0,0,0,104,4134,61.701492537313435,19.0,23,36147
6,5,3.0,0,1,168,4557,105.97674418604652,33.0,1,8101
0,6,14.0,0,0,109,4729,109.97674418604652,35.0,6,3080
29,5,17.0,0,0,193,3969,220.5,28.0,23,40137
4,3,4.0,1,1,147,4659,245.21052631578948,29.0,26,5117
15,3,10.0,1,0,185,5289,105.78,28.0,6,18118
5,5,4.0,2,1,124,4627,128.52777777777777,30.0,25,6065
30,4,14.0,0,1,134,5350,214.0,37.0,1,39143
21,5,14.0,2,0,179,6646,276.9166666666667,30.0,11,27094
11,2,14.0,1,0,137,4983,121.53658536585365,28.0,23,15123
12,2,14.0,0,0,80,5322,88.7,27.0,32,15098
23,4,14.0,0,1,95,6406,133.45833333333334,22.0,23,27067
19,1,14.0,0,1,170,5032,173.51724137931035,20.0,11,25125
15,2,14.0,0,0,224,6394,112.17543859649123,25.0,16,19118
34,3,25.0,1,0,63,5055,194.42307692307693,23.0,31,41085
11,2,10.0,3,0,79,5091,130.53846153846155,23.0,28,14081
12,5,14.0,1,0,270,5405,200.1851851851852,16.0,21,16061
22,4,26.0,0,1,268,5995,122.34693877551021,34.0,32,28138
13,2,6.0,0,0,208,5309,78.07352941176471,24.0,10,18097
14,2,26.0,0,1,191,4612,200.52173913043478,20.0,23,19119
5,4,14.0,2,0,148,6134,180.41176470588235,23.0,11,6100
15,4,14.0,0,0,59,4805,177.96296296296296,40.0,26,18089
30,2,14.0,0,0,214,7094,120.23728813559322,32.0,30,39114
0,6,2.0,0,0,65,4012,102.87179487179488,34.0,5,8124
29,5,19.0,0,1,173,4905,327.0,41.0,25,41147
22,2,12.0,0,0,222,7789,278.17857142857144,24.0,14,30135
13,4,9.0,2,0,244,6293,103.1639344262295,27.0,24,15123
25,4,24.0,0,0,146,3820,68.21428571428571,30.0,23,31062
14,5,8.0,0,0,67,4956,183.55555555555554,15.0,16,19070
6,4,5.0,0,0,60,4139,98.54761904761905,20.0,6,7083
14,3,8.0,0,1,87,5583,155.08333333333334,20.0,28,18058
22,3,14.0,2,0,156,6681,318.14285714285717,31.0,14,26115
9,2,7.0,0,0,258,5482,288.5263157894737,33.0,3,13145
19,4,15.0,1,1,113,3631,84.44186046511628,22.0,26,23146
35,1,14.0,1,0,99,4728,73.875,26.0,6,45063
38,1,26.0,0,1,270,5221,153.55882352941177,16.0,3,53133
22,2,14.0,1,0,98,4282,118.94444444444444,21.0,26,29137
24,5,14.0,0,0,107,5974,124.45833333333333,38.0,29,30069
5,5,2.0,0,1,153,2487,124.35,21.0,26,6139
31,1,23.0,0,1,73,5499,124.97727272727273,28.0,28,44062
13,1,14.0,3,1,95,4276,129.57575757575756,24.0,28,17137
14,5,14.0,3,0,174,4227,132.09375,29.0,23,17142
4,2,14.0,0,0,124,5548,168.12121212121212,37.0,15,5095
15,5,12.0,1,0,110,5582,91.50819672131148,32.0,12,20150
15,1,14.0,1,1,216,3306,76.88372093023256,53.0,12,20071
24,5,23.0,1,0,256,5159,90.50877192982456,28.0,15,31069
16,5,20.0,0,0,244,6269,284.95454545454544,21.0,32,20115
0,6,0.0,0,0,264,5620,147.89473684210526,20.0,19,5108
23,2,14.0,0,0,155,9389,223.54761904761904,26.0,28,31060
5,3,5.0,2,0,153,4898,125.58974358974359,45.0,19,6133
24,3,14.0,3,0,146,4191,65.484375,22.0,21,28127
25,4,18.0,0,0,99,4321,86.42,35.0,2,29100
7,3,14.0,3,1,85,4804,145.57575757575756,28.0,25,8083
19,1,12.0,1,1,183,5429,361.93333333333334,40.0,12,25064
27,4,14.0,0,0,186,4847,82.15254237288136,30.0,23,34075
