Location_type,WH_capacity_size,zone,WH_regional_zone,num_refill_req_l3m,transport_issue_l1y,Competitor_in_mkt,retail_shop_num,wh_owner_type,distributor_num,flood_impacted,flood_proof,electric_supply,dist_from_hub,workers_num,storage_issue_reported_l3m,temp_reg_mach,approved_wh_govt_certificate,wh_breakdown_l3m,govt_check_l3m,product_wg_ton,wh_age
Urban,Small,North,Zone 6,1,0,4,5371,Rented,66,0,0,0,259,25.0,23,1,A+,4,13,32120,14.0
Urban,Large,North,Zone 6,1,1,4,5806,Company Owned,50,0,0,1,88,41.0,20,0,B,6,28,24098,14.0
Urban,Mid,South,Zone 4,3,0,2,3638,Company Owned,46,0,0,1,264,26.0,25,1,A+,6,26,35063,24.0
Urban,Small,South,Zone 6,2,0,2,2884,Company Owned,45,0,0,1,158,24.0,29,0,C,5,9,39095,14.0
Rural,Small,West,Zone 6,5,0,4,5713,Company Owned,40,0,0,1,122,22.0,6,0,B+,1,9,7073,5.0
Rural,Mid,West,Zone 4,5,2,3,4516,Company Owned,67,0,0,1,202,29.0,14,0,B,6,11,17060,14.0
Rural,Large,West,Zone 5,2,5,7,4709,Company Owned,22,0,0,1,59,27.0,4,0,C,2,25,5126,14.0
Rural,Small,North,Zone 6,7,5,4,4353,Rented,65,0,0,0,201,36.0,17,0,B,5,13,20082,14.0
Urban,Mid,North,Zone 3,8,0,3,5744,Company Owned,37,0,0,1,62,26.0,33,1,A+,6,27,47079,16.0
Rural,Mid,West,Zone 2,5,0,3,5410,Rented,18,0,0,1,169,23.0,24,1,B+,5,12,28112,25.0
Rural,Mid,West,Zone 4,0,3,5,5158,Company Owned,55,0,0,1,78,30.0,5,0,A+,4,11,6136,14.0
Rural,Large,West,Zone 5,8,2,4,4585,Rented,54,0,0,1,136,48.0,17,1,A,6,25,22093,18.0
Rural,Mid,North,Zone 4,4,3,4,5964,Company Owned,68,0,0,1,71,29.0,22,1,C,5,26,28150,14.0
Rural,Small,North,Zone 1,8,0,3,4217,Company Owned,26,0,0,1,255,34.0,27,0,B+,6,16,34147,26.0
Rural,Mid,West,Zone 2,4,0,5,4701,Rented,15,0,0,0,210,26.0,23,1,A,3,18,32114,19.0
Rural,Large,North,Zone 5,2,1,3,4011,Rented,32,0,0,1,71,29.0,15,0,B,3,25,17065,14.0
Rural,Mid,South,Zone 2,0,1,2,5321,Company Owned,21,0,0,0,131,23.0,28,0,A+,2,32,37147,14.0
Rural,Mid,West,Zone 4,4,0,7,4013,Rented,32,1,0,1,86,29.0,7,0,B,1,26,8091,4.0
Rural,Large,West,Zone 6,5,3,3,3983,Rented,33,0,0,0,268,23.0,15,0,A,4,23,18122,14.0
Rural,Small,South,Zone 6,5,0,4,5463,Company Owned,30,0,0,1,82,40.0,30,0,B+,6,2,37074,21.0
Rural,Mid,West,Zone 3,7,4,4,4475,Company Owned,19,0,0,1,140,22.0,14,0,C,4,19,18062,14.0
Rural,Large,North,Zone 6,6,0,3,5484,Company Owned,33,0,0,1,191,30.0,4,0,A,3,23,5078,14.0
Rural,Mid,South,Zone 4,2,0,2,4176,Company Owned,43,0,0,1,190,31.0,18,0,A+,3,26,22071,14.0
Rural,Mid,West,Zone 3,8,1,3,4146,Rented,49,0,0,0,84,19.0,26,0,C,3,19,33082,14.0
Rural,Large,West,Zone 5,3,0,2,4553,Company Owned,30,0,0,1,186,35.0,15,1,B+,4,14,18147,10.0
Rural,Large,West,Zone 5,8,0,4,4732,Rented,55,0,0,0,75,38.0,20,1,A+,5,10,25093,10.0
Rural,Mid,South,Zone 4,4,0,3,5516,Rented,22,0,0,1,123,29.0,8,1,A,3,20,11131,3.0
Rural,Mid,South,Zone 4,8,0,2,5337,Company Owned,42,0,0,0,193,17.0,6,0,B+,1,26,7068,2.0
Rural,Mid,North,Zone 3,2,0,3,7822,Company Owned,35,0,0,0,76,50.0,37,1,A+,5,27,49091,14.0
Rural,Small,North,Zone 6,0,2,3,5577,Rented,69,0,0,1,230,37.0,28,0,B+,4,13,33100,14.0
Rural,Mid,West,Zone 2,1,0,4,4166,Rented,41,0,0,1,199,26.0,9,0,B+,5,18,11068,14.0
Urban,Mid,North,Zone 2,2,0,4,3409,Company Owned,69,0,0,1,241,24.0,34,0,B,3,22,43081,14.0
Rural,Mid,North,Zone 3,2,1,3,4718,Rented,57,0,0,0,208,22.0,24,0,B+,5,19,29073,14.0
Rural,Small,West,Zone 6,5,0,3,4686,Company Owned,36,0,0,1,60,32.0,14,0,B+,3,8,17095,9.0
Rural,Mid,West,Zone 4,1,0,4,5924,Rented,54,0,0,1,85,31.0,34,0,A,4,26,46121,14.0
Rural,Large,South,Zone 5,0,0,2,4463,Company Owned,34,0,0,1,260,30.0,7,0,C,1,25,9096,14.0
Urban,Large,West,Zone 6,5,2,3,3305,Rented,30,0,0,1,222,26.0,12,0,B+,4,6,13085,8.0
Rural,Large,West,Zone 5,6,2,2,5499,Company Owned,24,0,0,0,61,28.0,14,0,B,3,10,16066,14.0
Rural,Large,West,Zone 5,7,1,5,5016,Company Owned,52,0,0,1,100,36.0,14,0,A,4,14,18079,14.0
Rural,Small,South,Zone 6,0,2,3,4673,Company Owned,26,0,0,0,257,36.0,24,0,B,3,2,27104,14.0
Rural,Mid,West,Zone 4,7,0,2,4952,Company Owned,69,0,0,1,90,42.0,13,0,A,4,11,18122,7.0
Rural,Large,North,Zone 6,1,0,2,3467,Company Owned,27,0,0,1,194,28.0,0,0,Unknown,0,28,4115,14.0
Rural,Mid,West,Zone 3,5,0,3,7850,Company Owned,18,0,0,0,119,21.0,18,0,B,6,27,20076,10.0
Rural,Large,North,Zone 6,4,0,4,4943,Rented,30,0,0,1,183,62.0,0,0,Unknown,0,23,6123,2.0
Rural,Small,North,Zone 6,6,4,4,7505,Company Owned,42,0,0,1,234,40.0,22,0,A,4,9,27105,14.0
Rural,Small,North,Zone 6,5,0,6,4435,Company Owned,69,0,0,1,224,29.0,23,0,B+,3,13,27121,24.0
Rural,Mid,West,Zone 4,2,4,4,6478,Rented,64,0,0,0,98,15.0,22,0,C,3,26,27109,14.0
Rural,Small,North,Zone 6,4,4,4,5204,Rented,68,0,1,1,222,31.0,24,1,A+,4,15,32059,15.0
Rural,Small,West,Zone 6,1,0,4,3856,Rented,61,0,0,0,78,29.0,5,0,B+,1,9,6151,14.0
Rural,Mid,West,Zone 4,2,0,2,4545,Rented,50,0,0,0,238,15.0,13,0,B+,4,26,16089,14.0
Rural,Mid,South,Zone 3,0,5,2,3982,Company Owned,33,0,0,1,217,30.0,15,0,A+,2,19,19079,14.0
Rural,Large,North,Zone 6,6,4,2,7501,Rented,30,0,0,1,177,28.0,4,0,C,3,4,6087,14.0
Urban,Mid,North,Zone 4,3,2,2,5449,Company Owned,54,0,0,1,90,29.0,18,1,A+,3,26,24097,14.0
Rural,Mid,West,Zone 4,6,0,3,4250,Rented,60,0,0,0,267,15.0,11,1,B,3,11,15142,7.0
Rural,Large,North,Zone 6,7,0,4,4947,Company Owned,69,0,0,0,70,24.0,26,0,A,2,29,35118,17.0
Rural,Mid,South,Zone 3,7,0,2,3970,Company Owned,22,1,0,1,156,40.0,7,1,B,3,27,8126,14.0
Rural,Mid,West,Zone 4,0,0,4,3900,Company Owned,31,0,0,1,127,33.0,24,0,B+,2,26,30073,14.0
Urban,Small,South,Zone 6,4,0,2,4968,Rented,67,0,0,0,107,21.0,5,1,A+,4,2,7083,14.0
Rural,Mid,North,Zone 2,1,0,3,5308,Company Owned,56,1,0,1,99,46.0,0,0,Unknown,0,18,4144,14.0
Rural,Large,West,Zone 6,2,1,2,5045,Company Owned,59,0,0,0,148,49.0,15,0,B,5,23,18070,14.0
Rural,Mid,West,Zone 3,8,0,4,9581,Company Owned,23,0,0,1,218,28.0,4,0,A,1,19,5059,14.0
Rural,Mid,West,Zone 4,1,0,4,3619,Company Owned,68,0,0,1,90,33.0,14,0,B+,4,11,16108,14.0
Rural,Small,South,Zone 6,4,0,2,4435,Company Owned,24,0,0,0,61,28.0,18,0,B,4,9,23087,13.0
Rural,Large,West,Zone 6,2,0,3,3829,Rented,57,0,0,0,95,19.0,19,0,A+,2,6,25078,14.0
Rural,Small,North,Zone 6,8,0,4,4166,Company Owned,58,0,0,1,57,28.0,24,1,C,3,9,34126,12.0
Rural,Mid,West,Zone 2,5,0,3,7355,Company Owned,47,0,0,1,60,28.0,25,0,B+,4,1,32123,18.0
Urban,Mid,North,Zone 2,3,0,2,4720,Company Owned,66,1,0,1,149,28.0,38,0,A,6,12,51140,19.0
Rural,Mid,North,Zone 4,2,0,4,4224,Rented,29,0,0,1,269,25.0,25,0,B+,6,26,30091,14.0
Rural,Large,West,Zone 6,6,0,3,4690,Rented,63,0,0,1,106,29.0,22,0,C,4,6,27108,19.0
Rural,Mid,North,Zone 4,8,3,2,3696,Company Owned,70,0,0,1,89,44.0,19,0,B,6,26,22081,14.0
Rural,Mid,North,Zone 3,1,0,1,3545,Company Owned,17,0,0,1,223,28.0,8,0,C,2,27,10083,14.0
Rural,Mid,West,Zone 3,0,0,4,4947,Company Owned,21,0,0,1,107,26.0,19,0,A+,3,27,23070,14.0
Urban,Large,North,Zone 6,4,0,2,4042,Rented,51,0,0,0,193,18.0,28,0,A,5,23,38114,25.0
Rural,Small,West,Zone 6,5,0,10,5025,Company Owned,24,0,0,1,160,21.0,38,0,B,5,9,47145,17.0
Rural,Mid,South,Zone 2,1,1,2,5527,Rented,36,0,0,1,248,29.0,18,0,B+,5,32,22118,14.0
Rural,Mid,North,Zone 2,0,0,2,4208,Company Owned,44,0,0,1,94,49.0,7,0,B,1,1,8128,14.0
Rural,Mid,South,Zone 4,5,0,2,4119,Company Owned,43,0,0,1,254,45.0,6,0,B+,2,26,7095,6.0
Rural,Large,South,Zone 6,4,1,2,4707,Company Owned,33,0,0,1,138,27.0,25,0,A,3,29,32059,24.0
Rural,Mid,North,Zone 4,4,0,4,8304,Company Owned,17,0,0,0,103,28.0,8,1,B+,1,26,10134,3.0
Rural,Large,West,Zone 6,5,1,4,5788,Company Owned,24,0,0,1,147,46.0,13,0,B+,2,23,15104,14.0
Rural,Large,North,Zone 6,3,0,4,4418,Rented,18,0,0,0,195,19.0,23,1,C,2,6,30135,14.0
Rural,Small,North,Zone 1,4,0,4,4523,Rented,25,0,0,0,156,20.0,21,1,C,3,31,28086,13.0
Rural,Mid,South,Zone 4,4,0,2,4062,Company Owned,42,0,0,1,148,32.0,5,1,A,2,20,7138,5.0
Rural,Small,North,Zone 6,5,3,4,4107,Rented,17,0,0,1,253,27.0,17,1,C,4,13,22087,14.0
Rural,Small,North,Zone 1,3,0,2,5451,Company Owned,70,0,0,0,97,25.0,23,0,C,5,31,30120,16.0
Rural,Mid,North,Zone 2,3,0,2,4502,Rented,54,0,0,0,236,30.0,5,1,C,2,1,7067,3.0
Urban,Large,North,Zone 5,1,0,3,4744,Rented,20,0,0,1,115,39.0,16,0,C,6,17,21131,14.0
Rural,Mid,North,Zone 4,7,0,2,4622,Rented,55,0,0,0,241,24.0,15,1,B+,4,26,19066,13.0
Rural,Mid,South,Zone 4,4,0,2,4344,Company Owned,28,1,1,1,94,28.0,19,1,A+,2,26,27091,12.0
Rural,Mid,West,Zone 4,8,5,4,4853,Company Owned,30,0,0,0,235,34.0,16,0,A,2,26,20123,14.0
Rural,Mid,East,Zone 3,0,0,4,5299,Company Owned,17,0,0,1,270,27.0,8,0,B+,3,27,9131,14.0
Rural,Mid,North,Zone 4,1,5,4,5086,Company Owned,35,0,0,1,126,22.0,6,0,A,3,26,7132,14.0
Rural,Large,North,Zone 6,7,0,2,5396,Company Owned,46,0,0,0,118,32.0,27,0,A,3,28,34120,20.0
Rural,Mid,North,Zone 3,7,0,3,5072,Company Owned,46,0,0,1,222,35.0,16,1,A+,2,27,23095,9.0
Rural,Large,North,Zone 6,0,0,2,5265,Rented,43,0,0,0,205,34.0,20,0,A,2,28,26065,14.0
Rural,Mid,North,Zone 3,0,0,5,4619,Rented,64,1,1,1,271,28.0,19,0,B+,1,27,22124,14.0
Rural,Small,West,Zone 6,2,2,3,5399,Company Owned,62,0,0,1,164,44.0,23,1,A+,6,15,30102,14.0
Rural,Large,West,Zone 6,7,2,2,4773,Company Owned,44,0,0,1,230,43.0,16,1,B+,2,6,19061,14.0
Rural,Small,South,Zone 1,7,1,2,5529,Rented,70,0,0,0,164,21.0,13,0,B,3,21,15108,14.0
Rural,Small,West,Zone 1,2,2,3,4618,Company Owned,29,0,0,1,60,29.0,4,0,B+,1,21,5086,14.0
Rural,Large,North,Zone 6,0,0,2,4977,Rented,57,0,0,1,66,38.0,18,0,A+,2,23,22110,14.0
Urban,Large,North,Zone 6,8,2,2,6038,Rented,56,0,0,0,143,23.0,14,0,C,5,23,18083,14.0
Rural,Large,North,Zone 5,4,3,2,5198,Rented,40,0,0,0,264,26.0,25,0,B,4,24,29057,23.0
Rural,Mid,West,Zone 2,4,1,3,4380,Rented,67,0,0,1,255,25.0,7,1,C,2,12,10135,3.0
Rural,Small,North,Zone 6,4,4,4,7054,Company Owned,57,0,0,1,77,40.0,7,0,B,2,9,9103,14.0
Rural,Mid,South,Zone 4,7,2,4,4734,Rented,61,0,0,0,222,27.0,10,0,C,6,11,13091,14.0
Rural,Mid,West,Zone 4,8,0,4,5537,Rented,52,0,0,1,177,27.0,4,0,B+,3,11,4090,4.0
Rural,Large,North,Zone 6,6,2,2,5014,Company Owned,59,1,1,1,65,46.0,23,0,C,4,23,31134,21.0
Rural,Large,North,Zone 5,6,2,4,4309,Company Owned,17,1,0,1,80,32.0,25,1,A+,3,17,33137,20.0
Rural,Small,North,Zone 1,8,1,4,5397,Company Owned,16,0,0,1,248,36.0,8,0,B+,1,30,9125,8.0
Rural,Large,South,Zone 5,2,3,2,6899,Rented,33,0,0,0,154,18.0,13,0,B+,2,14,15130,14.0
Rural,Mid,South,Zone 2,5,1,2,6167,Company Owned,50,0,0,1,247,25.0,4,0,C,2,32,5095,14.0
Rural,Small,North,Zone 1,4,4,3,5497,Rented,29,0,0,1,180,23.0,22,0,B+,4,21,26140,17.0
Rural,Mid,North,Zone 3,4,0,2,5184,Company Owned,68,0,0,1,211,20.0,33,1,A,4,19,43087,18.0
Rural,Mid,West,Zone 4,0,5,3,4774,Company Owned,67,0,0,0,197,21.0,5,0,A,3,11,7104,14.0
Rural,Mid,South,Zone 2,3,0,3,4874,Rented,41,0,0,1,154,27.0,10,0,C,1,32,13057,5.0
Rural,Small,West,Zone 1,5,2,4,6118,Company Owned,58,0,0,0,151,23.0,6,1,C,3,31,9117,14.0
Rural,Large,West,Zone 6,6,0,3,4874,Company Owned,18,0,0,1,159,35.0,20,1,C,5,23,28115,10.0
Rural,Mid,South,Zone 3,8,0,3,6460,Rented,56,0,0,0,251,29.0,6,0,B+,1,27,7059,5.0
Rural,Mid,South,Zone 3,5,0,4,3783,Rented,64,0,0,0,179,28.0,10,1,B,1,19,11080,8.0
Rural,Mid,South,Zone 2,3,0,2,4038,Company Owned,30,0,0,1,189,24.0,5,0,B+,3,32,5062,7.0
Rural,Small,South,Zone 6,4,0,4,4918,Rented,64,0,0,1,106,23.0,25,1,A,2,2,32133,26.0
Rural,Mid,West,Zone 4,0,3,2,5763,Rented,56,0,0,1,108,29.0,10,0,B,4,26,12068,14.0
Rural,Mid,North,Zone 3,7,0,1,4786,Rented,43,0,0,1,162,26.0,22,0,C,3,27,29131,16.0
Rural,Small,North,Zone 1,0,3,5,4359,Rented,47,0,0,0,127,30.0,12,0,B,2,21,13129,14.0
Rural,Mid,North,Zone 3,3,0,3,5618,Rented,61,0,0,0,174,28.0,15,1,A+,3,19,21081,10.0
Rural,Mid,West,Zone 4,0,0,5,4040,Company Owned,55,1,0,1,133,33.0,17,0,B+,3,26,21060,14.0
Rural,Mid,North,Zone 3,5,0,4,4854,Company Owned,65,0,0,1,115,21.0,0,0,Unknown,0,19,6146,0.0
Rural,Small,North,Zone 1,4,2,3,5407,Company Owned,55,0,0,1,81,30.0,6,0,B+,3,3,7099,14.0
Urban,Mid,West,Zone 2,3,0,8,4727,Rented,19,0,0,1,73,30.0,25,0,C,4,12,32137,25.0
Rural,Small,South,Zone 6,7,0,2,3839,Rented,32,0,0,0,156,44.0,4,0,B+,6,2,5140,14.0
Rural,Small,South,Zone 1,8,3,2,3850,Company Owned,33,0,0,1,191,28.0,4,1,C,1,21,5070,4.0
Rural,Large,North,Zone 6,5,0,3,5013,Company Owned,17,0,0,1,112,30.0,30,1,B+,3,28,39079,24.0
Rural,Mid,South,Zone 2,2,0,2,4949,Company Owned,46,0,0,1,175,28.0,8,0,B+,5,32,10103,14.0
Rural,Mid,South,Zone 3,6,4,2,4080,Rented,46,0,1,1,158,29.0,24,1,A+,6,19,31074,18.0
Rural,Small,North,Zone 1,4,3,2,5208,Rented,67,0,0,0,79,16.0,9,0,A,3,31,11102,14.0
Rural,Large,North,Zone 6,8,5,3,3890,Company Owned,48,0,0,1,172,37.0,7,1,A+,2,28,10139,14.0
Rural,Large,North,Zone 5,5,4,2,5599,Company Owned,65,0,0,1,220,22.0,17,1,A+,6,17,22072,14.0
Rural,Mid,West,Zone 3,2,1,3,4534,Rented,40,0,0,0,117,19.0,19,1,B,2,19,23134,14.0
Rural,Large,North,Zone 6,0,0,4,4438,Company Owned,29,0,0,0,97,34.0,12,0,A,2,28,15125,14.0
Rural,Large,South,Zone 5,7,1,3,4570,Company Owned,45,1,1,0,175,30.0,18,1,A+,5,25,24151,14.0
Rural,Large,West,Zone 5,1,0,2,5275,Rented,48,0,0,0,124,31.0,36,0,B,3,25,44059,14.0
Rural,Large,North,Zone 5,3,2,3,5403,Company Owned,20,0,0,1,163,29.0,4,1,A+,4,17,5102,14.0
Rural,Mid,South,Zone 2,4,2,2,5852,Company Owned,47,0,0,1,97,25.0,25,1,A+,2,32,33095,20.0
Rural,Mid,East,Zone 4,8,0,6,3614,Rented,18,0,0,0,265,24.0,34,1,C,3,26,45068,17.0
Urban,Mid,South,Zone 2,3,0,2,4798,Company Owned,41,0,0,0,63,22.0,32,1,A+,5,1,42138,26.0
Rural,Large,South,Zone 5,5,0,2,4184,Company Owned,15,0,0,1,245,25.0,35,0,B+,6,25,43120,18.0
Rural,Mid,North,Zone 2,8,0,2,4282,Company Owned,51,0,0,0,94,38.0,21,0,A,1,18,30065,9.0
Rural,Mid,North,Zone 2,2,1,4,5402,Company Owned,35,0,0,1,269,20.0,4,0,C,2,12,5093,14.0
Rural,Small,West,Zone 1,4,0,4,6601,Rented,69,0,0,0,195,32.0,5,1,C,1,30,7109,3.0
Rural,Mid,North,Zone 4,4,0,4,6582,Rented,51,0,0,0,271,24.0,24,1,A+,5,26,31083,14.0
Rural,Large,North,Zone 6,7,0,4,5049,Rented,45,0,0,0,206,18.0,19,0,A,2,6,24085,12.0
Rural,Large,North,Zone 5,3,4,2,5138,Rented,28,0,0,1,92,30.0,23,0,C,6,17,29116,17.0
Rural,Large,North,Zone 6,0,2,3,3721,Rented,19,0,0,1,115,25.0,14,0,A+,6,28,17136,14.0
Urban,Large,North,Zone 5,3,0,3,3485,Rented,70,0,0,0,119,23.0,12,0,A,5,24,15107,14.0
Rural,Large,North,Zone 5,7,0,5,4787,Company Owned,69,0,0,1,243,34.0,13,0,A,2,24,16080,14.0
Rural,Large,West,Zone 6,1,0,2,3446,Company Owned,40,0,0,0,154,24.0,12,0,C,2,6,16061,14.0
Rural,Mid,West,Zone 4,1,0,2,4361,Rented,43,0,0,1,143,24.0,22,0,C,6,26,28082,14.0
Rural,Small,North,Zone 6,8,0,3,5639,Rented,52,1,0,1,221,32.0,20,0,B+,3,13,23102,13.0
Rural,Large,West,Zone 6,6,0,5,8332,Company Owned,33,0,0,1,214,27.0,24,0,C,3,6,30149,21.0
Rural,Small,West,Zone 6,8,1,5,3557,Company Owned,46,0,0,0,61,28.0,18,0,A,2,9,23144,15.0
Rural,Large,West,Zone 6,8,0,3,4412,Company Owned,39,0,0,0,77,32.0,26,0,C,4,23,32067,22.0
Rural,Mid,West,Zone 4,1,0,4,5690,Rented,18,0,0,1,214,28.0,20,0,B+,2,11,23073,14.0
Rural,Large,North,Zone 6,8,3,2,4415,Company Owned,44,0,0,1,155,33.0,18,1,A+,3,23,23151,15.0
Rural,Large,South,Zone 5,6,2,3,4742,Rented,30,0,0,1,247,32.0,11,1,A+,5,25,15102,14.0
Rural,Mid,North,Zone 4,6,1,3,5717,Rented,30,1,0,1,202,36.0,17,0,B,5,26,21118,17.0
Rural,Large,West,Zone 6,6,0,7,3709,Rented,58,0,0,1,124,40.0,12,0,A,1,6,17093,9.0
Rural,Large,North,Zone 6,3,1,3,4498,Company Owned,66,0,0,1,165,32.0,0,0,Unknown,0,28,3102,1.0
Rural,Large,North,Zone 5,0,0,3,5188,Rented,64,0,0,0,204,22.0,21,0,B,2,17,24082,14.0
Rural,Small,North,Zone 6,5,0,2,5313,Company Owned,52,0,0,1,193,28.0,0,0,Unknown,0,13,5124,1.0
Rural,Mid,North,Zone 4,8,3,3,6237,Rented,66,0,0,0,134,20.0,4,1,B+,6,26,4055,14.0
Rural,Large,North,Zone 5,1,3,4,4250,Company Owned,45,0,1,1,150,31.0,17,0,B,6,17,19085,14.0
Rural,Mid,North,Zone 2,6,0,3,4959,Company Owned,62,0,0,0,152,33.0,8,0,C,3,22,11118,4.0
Rural,Mid,South,Zone 2,8,0,3,4810,Rented,61,0,0,0,129,20.0,9,1,A+,5,32,12133,11.0
Rural,Mid,West,Zone 3,4,0,4,4907,Rented,20,0,0,0,85,23.0,30,0,B,4,19,38059,22.0
Rural,Mid,West,Zone 2,1,1,3,4646,Company Owned,20,0,0,1,256,32.0,19,0,B+,6,1,22141,14.0
Rural,Mid,West,Zone 2,0,0,3,4138,Company Owned,54,0,0,1,263,36.0,25,0,A,4,18,32118,14.0
Rural,Large,West,Zone 6,4,0,2,4771,Rented,50,0,0,0,210,19.0,5,0,B+,1,23,6121,2.0
Rural,Large,West,Zone 6,7,0,6,3974,Company Owned,50,0,0,0,203,28.0,29,0,B,3,6,35074,23.0
Rural,Small,South,Zone 1,6,0,4,3840,Rented,41,0,0,0,90,32.0,24,0,A,4,16,31068,24.0
Rural,Large,North,Zone 6,1,0,2,5319,Rented,17,0,0,1,77,56.0,21,0,A+,4,28,30099,14.0
Urban,Large,West,Zone 5,5,0,5,4427,Company Owned,35,0,0,0,60,20.0,21,1,A+,4,24,31086,7.0
Rural,Mid,West,Zone 3,1,3,4,4822,Rented,28,0,0,0,237,32.0,10,1,B+,6,19,12105,14.0
Rural,Mid,East,Zone 4,7,0,6,5711,Company Owned,54,1,0,1,246,31.0,9,0,B,5,26,11130,9.0
Rural,Small,North,Zone 6,6,0,2,4809,Rented,42,0,0,1,269,25.0,38,0,B,3,13,47115,17.0
Rural,Large,North,Zone 6,6,2,3,4163,Rented,32,0,0,0,87,22.0,15,0,C,4,6,18108,14.0
Rural,Large,North,Zone 5,5,3,3,4842,Company Owned,19,0,0,1,74,28.0,6,0,B+,4,25,7133,14.0
Urban,Large,North,Zone 6,8,0,3,5438,Rented,45,0,0,0,92,23.0,17,0,A,4,23,23070,15.0
Urban,Large,South,Zone 5,7,0,3,5343,Company Owned,32,0,0,1,110,45.0,16,0,A,2,10,23095,10.0
Rural,Large,North,Zone 5,7,0,3,6639,Rented,35,1,0,1,74,28.0,20,1,C,5,10,26139,14.0
Urban,Mid,West,Zone 2,8,3,2,4508,Company Owned,48,0,0,1,123,29.0,5,0,C,5,12,7074,14.0
Rural,Small,North,Zone 6,2,3,3,4914,Rented,41,0,0,0,174,25.0,4,0,C,1,9,5105,14.0
Rural,Mid,North,Zone 3,8,2,3,4315,Company Owned,61,0,0,1,214,23.0,26,0,B,5,27,30131,27.0
Rural,Mid,North,Zone 3,2,3,3,5114,Rented,63,0,0,1,239,25.0,9,1,A,3,27,12109,14.0
Urban,Mid,North,Zone 2,3,4,2,5023,Rented,53,0,0,1,79,30.0,27,1,C,6,1,35135,22.0
Rural,Large,North,Zone 5,0,0,4,3390,Rented,25,0,0,0,226,15.0,34,0,A,4,24,45145,14.0
Rural,Mid,South,Zone 2,5,0,4,3904,Rented,32,0,0,0,134,23.0,6,0,C,3,32,8073,5.0
Rural,Mid,West,Zone 4,1,0,6,4169,Rented,64,0,0,0,206,15.0,26,0,C,3,11,36130,14.0
Rural,Mid,South,Zone 4,0,0,2,4548,Company Owned,45,1,0,1,255,30.0,0,0,Unknown,0,26,3112,14.0
Rural,Mid,North,Zone 3,1,0,2,5305,Rented,47,0,0,1,89,28.0,26,0,A,6,19,34121,14.0
Urban,Large,West,Zone 6,4,0,2,6721,Company Owned,44,0,0,1,246,33.0,17,0,C,3,23,22087,11.0
Rural,Mid,North,Zone 3,0,0,2,3081,Rented,56,0,0,1,224,53.0,28,0,A,2,27,38147,14.0
Rural,Large,North,Zone 6,0,0,3,4698,Company Owned,36,0,0,0,58,28.0,20,0,C,3,28,25099,14.0
Rural,Mid,South,Zone 2,8,0,2,5324,Company Owned,64,0,0,1,269,30.0,4,1,C,1,1,5099,14.0
Urban,Mid,West,Zone 4,5,0,5,4690,Rented,29,0,0,0,248,20.0,12,0,A,3,11,16067,6.0
Rural,Large,North,Zone 6,0,0,4,3866,Company Owned,69,1,0,1,103,33.0,25,0,B,2,28,28086,14.0
Rural,Mid,South,Zone 4,6,0,3,6159,Rented,47,1,0,1,101,22.0,18,0,B,5,20,20127,13.0
Rural,Large,West,Zone 5,3,0,4,3896,Rented,17,1,0,0,251,98.0,16,1,B+,4,14,21144,14.0
Rural,Mid,North,Zone 4,2,5,4,4633,Rented,31,0,0,1,189,24.0,9,0,C,1,26,11074,14.0
Rural,Large,North,Zone 6,5,0,2,5076,Rented,31,0,0,1,181,20.0,32,0,B+,3,23,40123,20.0
Rural,Small,West,Zone 6,5,1,4,4987,Rented,58,0,0,1,229,26.0,13,0,B+,6,9,15126,14.0
Rural,Mid,North,Zone 2,5,0,4,4557,Company Owned,33,0,0,1,168,34.0,12,1,A+,3,12,18099,5.0
Rural,Large,North,Zone 5,1,3,4,5083,Company Owned,37,0,0,1,63,35.0,18,0,C,3,5,22144,14.0
Rural,Large,North,Zone 6,3,0,4,5858,Rented,45,0,0,1,254,48.0,17,1,A+,2,23,24072,15.0
Rural,Small,South,Zone 6,5,1,2,5169,Company Owned,21,1,0,1,154,26.0,11,1,C,2,2,15072,14.0
Rural,Small,West,Zone 1,6,0,4,4892,Company Owned,57,0,0,1,200,47.0,27,1,A,5,3,38134,23.0
Rural,Large,West,Zone 6,5,4,2,7133,Company Owned,61,0,0,1,103,25.0,19,1,A+,4,23,25075,14.0
Rural,Large,East,Zone 5,6,1,6,3863,Company Owned,35,0,0,1,171,34.0,11,0,B,3,14,12078,14.0
Rural,Mid,South,Zone 2,5,0,2,4726,Company Owned,54,1,0,0,214,28.0,4,1,C,3,1,5057,1.0
Rural,Large,South,Zone 5,4,0,2,5640,Company Owned,49,0,0,1,230,23.0,22,0,C,4,14,30097,16.0
Rural,Mid,North,Zone 3,4,0,3,3347,Company Owned,35,0,0,1,207,31.0,17,0,B,6,19,20057,19.0
Rural,Large,West,Zone 5,6,3,2,5687,Company Owned,55,0,0,0,132,18.0,13,0,A,3,14,16084,14.0
Rural,Mid,West,Zone 3,0,0,4,4237,Company Owned,57,0,0,1,253,30.0,32,0,A,3,19,43121,14.0
Rural,Large,West,Zone 5,1,2,4,4147,Rented,36,0,0,0,199,34.0,5,0,B,3,5,6139,14.0
Rural,Mid,South,Zone 3,5,0,2,5157,Rented,54,0,0,1,238,31.0,36,1,A+,4,27,48133,23.0
Rural,Large,North,Zone 6,8,2,3,5291,Company Owned,65,0,0,1,239,29.0,4,0,B+,3,7,5145,14.0
